"Date","Currency","Mean","Buy","Sell"
"30/10/2018","EURO","115.6731","115.5444","115.8017"
"29/10/2018","EURO","115.4636","115.3339","115.5933"
"26/10/2018","EURO","115.3789","115.2461","115.5117"
"25/10/2018","EURO","115.4975","115.3744","115.6206"
"24/10/2018","EURO","115.9808","115.8489","116.1128"
"23/10/2018","EURO","116.0792","115.9483","116.2100"
"22/10/2018","EURO","115.8311","115.7028","115.9594"
"19/10/2018","EURO","116.1356","116.0078","116.2633"
"18/10/2018","EURO","116.6583","116.5261","116.7906"
"17/10/2018","EURO","117.1881","117.0539","117.3222"
"16/10/2018","EURO","116.8864","116.7561","117.0167"
"15/10/2018","EURO","116.4950","116.3628","116.6272"
"12/10/2018","EURO","116.7636","116.6317","116.8956"
"11/10/2018","EURO","115.5619","115.4328","115.6911"
"09/10/2018","EURO","115.7300","115.5994","115.8606"
"08/10/2018","EURO","116.2736","116.1400","116.4072"
"05/10/2018","EURO","116.3053","116.1750","116.4356"
"04/10/2018","EURO","116.5322","116.4050","116.6594"
"03/10/2018","EURO","116.4844","116.3567","116.6122"
"02/10/2018","EURO","117.0797","116.9533","117.2061"
"01/10/2018","EURO","116.8111","116.6772","116.9450"
"28/09/2018","EURO","117.8828","117.7489","118.0167"
"27/09/2018","EURO","118.5142","118.3900","118.6383"
"26/09/2018","EURO","119.0211","118.8883","119.1539"
"25/09/2018","EURO","119.1403","119.0094","119.2711"
"24/09/2018","EURO","118.4281","118.2983","118.5578"
"21/09/2018","EURO","118.3661","118.2333","118.4989"
"20/09/2018","EURO","117.6347","117.5022","117.7672"
"19/09/2018","EURO","117.9447","117.8144","118.0750"
"18/09/2018","EURO","117.8247","117.6961","117.9533"
"17/09/2018","EURO","117.8197","117.6861","117.9533"
"14/09/2018","EURO","118.3225","118.1944","118.4506"
"13/09/2018","EURO","117.0217","116.8922","117.1511"
"12/09/2018","EURO","116.6311","116.4967","116.7656"
"11/09/2018","EURO","116.8294","116.6994","116.9594"
"10/09/2018","EURO","117.1447","117.0033","117.2861"
"07/09/2018","EURO","117.1911","117.0617","117.3206"
"06/09/2018","EURO","117.0178","116.8883","117.1472"
"05/09/2018","EURO","116.3719","116.2422","116.5017"
"04/09/2018","EURO","116.8517","116.7233","116.9800"
"03/09/2018","EURO","117.2039","117.0744","117.3333"
"31/08/2018","EURO","117.3878","117.2522","117.5233"
"30/08/2018","EURO","117.3875","117.2583","117.5167"
"29/08/2018","EURO","117.9564","117.8244","118.0883"
"28/08/2018","EURO","117.3528","117.2222","117.4833"
"27/08/2018","EURO","117.0281","116.8917","117.1644"
"24/08/2018","EURO","116.5256","116.3933","116.6578"
"23/08/2018","EURO","116.7317","116.6022","116.8611"
"22/08/2018","EURO","115.3444","115.2189","115.4700"
"20/08/2018","EURO","115.0472","114.9172","115.1772"
"17/08/2018","EURO","114.9014","114.7750","115.0278"
"16/08/2018","EURO","113.9625","113.8356","114.0894"
"15/08/2018","EURO","114.7172","114.5822","114.8522"
"14/08/2018","EURO","115.0472","114.9222","115.1722"
"13/08/2018","EURO","115.0778","114.9467","115.2089"
"10/08/2018","EURO","116.3358","116.2083","116.4633"
"09/08/2018","EURO","116.4344","116.3056","116.5633"
"08/08/2018","EURO","116.4200","116.2972","116.5428"
"07/08/2018","EURO","115.9744","115.8467","116.1022"
"06/08/2018","EURO","116.1911","116.0628","116.3194"
"03/08/2018","EURO","116.5875","116.4572","116.7178"
"02/08/2018","EURO","117.3781","117.2478","117.5083"
"01/08/2018","EURO","117.6586","117.5333","117.7839"
"31/07/2018","EURO","117.4831","117.3533","117.6128"
"30/07/2018","EURO","116.9125","116.7839","117.0411"
"27/07/2018","EURO","117.3944","117.2672","117.5217"
"26/07/2018","EURO","117.6156","117.4922","117.7389"
"25/07/2018","EURO","117.5461","117.4156","117.6767"
"24/07/2018","EURO","117.7394","117.6150","117.8639"
"23/07/2018","EURO","117.9758","117.8411","118.1106"
"20/07/2018","EURO","116.8642","116.7328","116.9956"
"19/07/2018","EURO","117.0181","116.8872","117.1489"
"18/07/2018","EURO","117.0022","116.8711","117.1333"
"17/07/2018","EURO","117.5489","117.4122","117.6856"
"16/07/2018","EURO","117.2017","117.0706","117.3328"
"13/07/2018","EURO","117.6972","117.5711","117.8233"
"12/07/2018","EURO","118.4186","118.2889","118.5483"
"11/07/2018","EURO","118.1981","118.0694","118.3267"
"10/07/2018","EURO","118.7750","118.6422","118.9078"
"09/07/2018","EURO","118.5589","118.4261","118.6917"
"06/07/2018","EURO","117.8814","117.7539","118.0089"
"05/07/2018","EURO","117.2803","117.1478","117.4128"
"04/07/2018","EURO","117.4739","117.3400","117.6078"
"03/07/2018","EURO","117.1108","116.9806","117.2411"
"02/07/2018","EURO","117.4117","117.2811","117.5422"
"29/06/2018","EURO","116.8572","116.7289","116.9856"
"28/06/2018","EURO","117.2886","117.1589","117.4183"
"27/06/2018","EURO","117.6289","117.5028","117.7550"
"26/06/2018","EURO","117.8644","117.7389","117.9900"
"25/06/2018","EURO","117.4556","117.3289","117.5822"
"22/06/2018","EURO","117.1056","116.9717","117.2394"
"21/06/2018","EURO","116.8833","116.7489","117.0178"
"20/06/2018","EURO","116.8764","116.7428","117.0100"
"19/06/2018","EURO","117.3147","117.1800","117.4494"
"18/06/2018","EURO","118.1011","117.9750","118.2272"
"14/06/2018","EURO","119.0647","118.9300","119.1994"
"13/06/2018","EURO","119.2394","119.1128","119.3661"
"12/06/2018","EURO","119.2044","119.0828","119.3261"
"11/06/2018","EURO","118.4419","118.3100","118.5739"
"08/06/2018","EURO","119.1658","119.0306","119.3011"
"07/06/2018","EURO","118.8431","118.7100","118.9761"
"06/06/2018","EURO","117.8447","117.7117","117.9778"
"05/06/2018","EURO","118.1889","118.0606","118.3172"
"04/06/2018","EURO","118.1536","118.0183","118.2889"
"31/05/2018","EURO","117.2144","117.0850","117.3439"
"30/05/2018","EURO","117.2144","117.0850","117.3439"
"29/05/2018","EURO","117.7611","117.6333","117.8889"
"28/05/2018","EURO","117.9594","117.8267","118.0922"
"25/05/2018","EURO","118.4964","118.3583","118.6344"
"24/05/2018","EURO","118.3033","118.1717","118.4350"
"23/05/2018","EURO","118.7344","118.5972","118.8717"
"22/05/2018","EURO","118.2931","118.1650","118.4211"
"21/05/2018","EURO","118.3578","118.2256","118.4900"
"18/05/2018","EURO","118.4967","118.3600","118.6333"
"17/05/2018","EURO","118.4839","118.3494","118.6183"
"16/05/2018","EURO","118.8500","118.7117","118.9883"
"15/05/2018","EURO","120.2508","120.1211","120.3806"
"14/05/2018","EURO","120.0683","119.9372","120.1994"
"11/05/2018","EURO","119.6419","119.5078","119.7761"
"10/05/2018","EURO","119.4017","119.2672","119.5361"
"09/05/2018","EURO","119.1100","118.9756","119.2444"
"08/05/2018","EURO","119.7150","119.5811","119.8489"
"07/05/2018","EURO","119.8025","119.6650","119.9400"
"04/05/2018","EURO","120.0272","119.8967","120.1578"
"03/05/2018","EURO","119.9039","119.7656","120.0422"
"02/05/2018","EURO","120.4669","120.3356","120.5983"
"30/04/2018","EURO","121.3281","121.1911","121.4650"
"27/04/2018","EURO","122.2017","122.0600","122.3433"
"26/04/2018","EURO","122.0250","121.8961","122.1539"
"25/04/2018","EURO","122.3247","122.1872","122.4622"
"24/04/2018","EURO","122.3758","122.2100","122.5417"
"23/04/2018","EURO","122.7639","122.6061","122.9217"
"20/04/2018","EURO","124.1164","123.9800","124.2528"
"19/04/2018","EURO","124.3514","124.2111","124.4917"
"18/04/2018","EURO","124.0175","123.8800","124.1550"
"17/04/2018","EURO","124.6067","124.4694","124.7439"
"16/04/2018","EURO","124.1903","124.0522","124.3283"
"13/04/2018","EURO","124.1644","124.0283","124.3006"
"12/04/2018","EURO","124.9664","124.8278","125.1050"
"11/04/2018","EURO","124.8242","124.6950","124.9533"
"10/04/2018","EURO","124.3978","124.2656","124.5300"
"09/04/2018","EURO","123.9144","123.7789","124.0500"
"06/04/2018","EURO","123.8419","123.7022","123.9817"
"05/04/2018","EURO","124.2628","124.1250","124.4006"
"04/04/2018","EURO","123.9878","123.8472","124.1283"
"03/04/2018","EURO","124.4072","124.2683","124.5461"
"29/03/2018","EURO","124.7408","124.6050","124.8767"
"28/03/2018","EURO","125.1769","125.0383","125.3156"
"27/03/2018","EURO","125.3178","125.1806","125.4550"
"26/03/2018","EURO","124.5708","124.4339","124.7078"
"23/03/2018","EURO","124.2908","124.1522","124.4294"
"22/03/2018","EURO","123.5478","123.4200","123.6756"
"21/03/2018","EURO","124.1914","124.0639","124.3189"
"20/03/2018","EURO","124.6989","124.5683","124.8294"
"19/03/2018","EURO","124.5211","124.3822","124.6600"
"16/03/2018","EURO","125.0631","124.9272","125.1989"
"15/03/2018","EURO","124.8658","124.7300","125.0017"
"14/03/2018","EURO","124.6347","124.4994","124.7700"
"13/03/2018","EURO","124.7942","124.6583","124.9300"
"12/03/2018","EURO","124.3592","124.2206","124.4978"
"09/03/2018","EURO","125.4539","125.3239","125.5839"
"08/03/2018","EURO","125.7653","125.6256","125.9050"
"07/03/2018","EURO","125.6867","125.5467","125.8267"
"06/03/2018","EURO","124.7708","124.6378","124.9039"
"05/03/2018","EURO","124.7306","124.6017","124.8594"
"02/03/2018","EURO","123.3061","123.1717","123.4406"
"01/03/2018","EURO","123.8614","123.7294","123.9933"
"28/02/2018","EURO","125.0211","124.8828","125.1594"
"27/02/2018","EURO","125.3539","125.2167","125.4911"
"26/02/2018","EURO","125.2686","125.1294","125.4078"
"23/02/2018","EURO","125.3636","125.2233","125.5039"
"22/02/2018","EURO","124.9933","124.8511","125.1356"
"21/02/2018","EURO","125.0372","124.8961","125.1783"
"20/02/2018","EURO","125.4608","125.3261","125.5956"
"19/02/2018","EURO","126.1883","126.0461","126.3306"
"16/02/2018","EURO","126.3703","126.2328","126.5078"
"15/02/2018","EURO","124.4297","124.2911","124.5683"
"14/02/2018","EURO","124.9364","124.8006","125.0722"
"13/02/2018","EURO","123.7269","123.5811","123.8728"
"12/02/2018","EURO","123.6786","123.5428","123.8144"
"09/02/2018","EURO","123.5844","123.4400","123.7289"
"08/02/2018","EURO","124.6497","124.5144","124.7850"
"07/02/2018","EURO","125.0078","124.8733","125.1422"
"06/02/2018","EURO","125.9044","125.7678","126.0411"
"05/02/2018","EURO","126.7564","126.6156","126.8972"
"02/02/2018","EURO","126.8842","126.7450","127.0233"
"01/02/2018","EURO","127.1589","127.0239","127.2939"
"31/01/2018","EURO","127.2392","127.0989","127.3794"
"30/01/2018","EURO","126.6119","126.4722","126.7517"
"29/01/2018","EURO","127.4286","127.2894","127.5678"
"26/01/2018","EURO","128.0486","127.9072","128.1900"
"25/01/2018","EURO","126.5989","126.4622","126.7356"
"24/01/2018","EURO","125.9764","125.8439","126.1089"
"23/01/2018","EURO","125.8225","125.6883","125.9567"
"22/01/2018","EURO","126.0328","125.9033","126.1622"
"19/01/2018","EURO","125.9192","125.7817","126.0567"
"18/01/2018","EURO","125.7200","125.5817","125.8583"
"17/01/2018","EURO","125.7781","125.6411","125.9150"
"16/01/2018","EURO","126.4378","126.3078","126.5678"
"15/01/2018","EURO","125.0150","124.8789","125.1511"
"12/01/2018","EURO","123.3736","123.2411","123.5061"
"11/01/2018","EURO","123.6956","123.5622","123.8289"
"10/01/2018","EURO","123.0953","122.9656","123.2250"
"09/01/2018","EURO","123.5175","123.3794","123.6556"
"08/01/2018","EURO","124.4436","124.3083","124.5789"
"05/01/2018","EURO","124.5483","124.4144","124.6822"
"04/01/2018","EURO","124.3853","124.2522","124.5183"
"03/01/2018","EURO","124.5572","124.4294","124.6850"
"02/01/2018","EURO","123.8564","123.7200","123.9928"
"29/12/2017","EURO","123.2797","123.1467","123.4128"
"28/12/2017","EURO","122.7364","122.6022","122.8706"
"27/12/2017","EURO","122.1633","122.0344","122.2922"
"22/12/2017","EURO","122.2486","122.1194","122.3778"
"21/12/2017","EURO","122.0636","121.9328","122.1944"
"20/12/2017","EURO","121.8431","121.7139","121.9722"
"19/12/2017","EURO","121.6800","121.5489","121.8111"
"18/12/2017","EURO","121.7844","121.6539","121.9150"
"15/12/2017","EURO","122.0478","121.9183","122.1772"
"14/12/2017","EURO","121.1878","121.0600","121.3156"
"13/12/2017","EURO","121.5494","121.4189","121.6800"
"11/12/2017","EURO","121.1981","121.0672","121.3289"
"08/12/2017","EURO","121.3967","121.2689","121.5244"
"07/12/2017","EURO","121.3033","121.1739","121.4328"
"06/12/2017","EURO","121.7956","121.6622","121.9289"
"05/12/2017","EURO","122.2361","122.1033","122.3689"
"04/12/2017","EURO","122.4586","122.3233","122.5939"
"01/12/2017","EURO","122.4453","122.3061","122.5844"
"30/11/2017","EURO","122.4222","122.2856","122.5589"
"29/11/2017","EURO","123.5053","123.3617","123.6489"
"27/11/2017","EURO","122.9433","122.8083","123.0783"
"24/11/2017","EURO","122.2944","122.1583","122.4306"
"23/11/2017","EURO","121.7592","121.6300","121.8883"
"22/11/2017","EURO","121.3086","121.1806","121.4367"
"21/11/2017","EURO","121.9711","121.8406","122.1017"
"20/11/2017","EURO","122.4011","122.2706","122.5317"
"17/11/2017","EURO","122.0261","121.9011","122.1511"
"16/11/2017","EURO","122.6144","122.4844","122.7444"
"15/11/2017","EURO","121.8083","121.6789","121.9378"
"14/11/2017","EURO","120.7672","120.6422","120.8922"
"13/11/2017","EURO","120.7322","120.6044","120.8600"
"10/11/2017","EURO","120.1928","120.0606","120.3250"
"09/11/2017","EURO","120.1964","120.0728","120.3200"
"08/11/2017","EURO","119.8442","119.7094","119.9789"
"07/11/2017","EURO","120.1203","119.9933","120.2472"
"06/11/2017","EURO","120.7194","120.5922","120.8467"
"03/11/2017","EURO","120.8008","120.6761","120.9256"
"02/11/2017","EURO","120.6769","120.5506","120.8033"
"01/11/2017","EURO","120.7556","120.6250","120.8861"
"31/10/2017","EURO","120.2750","120.1489","120.4011"
"30/10/2017","EURO","120.0711","119.9489","120.1933"
"30/10/2017","EURO","120.0711","119.9489","120.1933"
"27/10/2017","EURO","122.1569","122.0250","122.2889"
"24/10/2017","EURO","121.7411","121.6133","121.8689"
"23/10/2017","EURO","122.6622","122.5328","122.7917"
"19/10/2017","EURO","121.7156","121.5894","121.8417"
"18/10/2017","EURO","121.3989","121.2650","121.5328"
"17/10/2017","EURO","121.8883","121.7550","122.0217"
"16/10/2017","EURO","122.5619","122.4311","122.6928"
"13/10/2017","EURO","122.3492","122.2150","122.4833"
"12/10/2017","EURO","122.3733","122.2428","122.5039"
"11/10/2017","EURO","121.7917","121.6611","121.9222"
"10/10/2017","EURO","121.1489","121.0233","121.2744"
"09/10/2017","EURO","120.7103","120.5822","120.8383"
"06/10/2017","EURO","121.0069","120.8750","121.1389"
"05/10/2017","EURO","121.5456","121.4167","121.6744"
"04/10/2017","EURO","121.5197","121.3900","121.6494"
"03/10/2017","EURO","121.2914","121.1739","121.4089"
"02/10/2017","EURO","121.9403","121.8089","122.0717"
"29/09/2017","EURO","121.6703","121.5350","121.8056"
"28/09/2017","EURO","121.2131","121.0806","121.3456"
"27/09/2017","EURO","121.8533","121.7172","121.9894"
"26/09/2017","EURO","122.2514","122.1150","122.3878"
"25/09/2017","EURO","123.5981","123.4606","123.7356"
"22/09/2017","EURO","123.1228","122.9889","123.2567"
"21/09/2017","EURO","123.9867","123.8500","124.1233"
"20/09/2017","EURO","123.7444","123.6067","123.8822"
"19/09/2017","EURO","123.3167","123.1822","123.4511"
"18/09/2017","EURO","123.3622","123.2294","123.4950"
"15/09/2017","EURO","122.3072","122.1717","122.4428"
"14/09/2017","EURO","122.9753","122.8428","123.1078"
"13/09/2017","EURO","122.8758","122.7428","123.0089"
"12/09/2017","EURO","123.0764","122.9428","123.2100"
"11/09/2017","EURO","123.9786","123.8444","124.1128"
"08/09/2017","EURO","123.8717","123.7400","124.0033"
"07/09/2017","EURO","123.0486","122.9178","123.1794"
"07/09/2017","EURO","123.0486","122.9178","123.1794"
"06/09/2017","EURO","122.8028","122.6739","122.9317"
"05/09/2017","EURO","122.8717","122.7400","123.0033"
"04/09/2017","EURO","122.2194","122.0744","122.3644"
"01/09/2017","EURO","121.8286","121.6989","121.9583"
"31/08/2017","EURO","123.0122","122.8800","123.1444"
"30/08/2017","EURO","124.0936","123.9667","124.2206"
"29/08/2017","EURO","123.1031","122.9733","123.2328"
"28/08/2017","EURO","121.8192","121.6917","121.9467"
"25/08/2017","EURO","121.8128","121.6889","121.9367"
"24/08/2017","EURO","121.7650","121.6372","121.8928"
"23/08/2017","EURO","121.3661","121.2317","121.5006"
"22/08/2017","EURO","121.4436","121.3106","121.5767"
"21/08/2017","EURO","121.2058","121.0772","121.3344"
"18/08/2017","EURO","121.1369","121.0033","121.2706"
"17/08/2017","EURO","121.3150","121.1828","121.4472"
"16/08/2017","EURO","121.5644","121.4389","121.6900"
"15/08/2017","EURO","122.3853","122.2489","122.5217"
"14/08/2017","EURO","122.2794","122.1478","122.4111"
"11/08/2017","EURO","121.9967","121.8639","122.1294"
"10/08/2017","EURO","121.8986","121.7761","122.0211"
"09/08/2017","EURO","122.4683","122.3372","122.5994"
"07/08/2017","EURO","122.9392","122.8106","123.0678"
"04/08/2017","EURO","123.0122","122.8811","123.1433"
"03/08/2017","EURO","123.0406","122.9106","123.1706"
"02/08/2017","EURO","122.7869","122.6622","122.9117"
"01/08/2017","EURO","122.8850","122.7550","123.0150"
"31/07/2017","EURO","121.7972","121.6633","121.9311"
"28/07/2017","EURO","121.5508","121.4189","121.6828"
"27/07/2017","EURO","120.9447","120.8167","121.0728"
"26/07/2017","EURO","120.9697","120.8394","121.1000"
"25/07/2017","EURO","121.0142","120.8828","121.1456"
"24/07/2017","EURO","120.9575","120.8261","121.0889"
"21/07/2017","EURO","120.1456","120.0133","120.2778"
"20/07/2017","EURO","119.8653","119.7411","119.9894"
"19/07/2017","EURO","119.9472","119.8161","120.0783"
"18/07/2017","EURO","119.1294","119.0011","119.2578"
"17/07/2017","EURO","118.8569","118.7289","118.9850"
"14/07/2017","EURO","118.5000","118.3739","118.6261"
"13/07/2017","EURO","118.6786","118.5511","118.8061"
"12/07/2017","EURO","118.6144","118.4867","118.7422"
"11/07/2017","EURO","118.3644","118.2367","118.4922"
"10/07/2017","EURO","118.3489","118.2228","118.4750"
"07/07/2017","EURO","118.3347","118.2094","118.4600"
"06/07/2017","EURO","117.5303","117.4033","117.6572"
"05/07/2017","EURO","117.7344","117.6050","117.8639"
"04/07/2017","EURO","117.7917","117.6661","117.9172"
"03/07/2017","EURO","118.3533","118.2300","118.4767"
"30/06/2017","EURO","118.3108","118.1822","118.4394"
"29/06/2017","EURO","118.1986","118.0789","118.3183"
"28/06/2017","EURO","117.4481","117.3278","117.5683"
"28/06/2017","EURO","117.4481","117.3278","117.5683"
"27/06/2017","EURO","115.8831","115.7594","116.0067"
"23/06/2017","EURO","115.6350","115.5128","115.7572"
"22/06/2017","EURO","115.4331","115.3067","115.5594"
"21/06/2017","EURO","115.3544","115.2356","115.4733"
"20/06/2017","EURO","115.4428","115.3172","115.5683"
"19/06/2017","EURO","115.7883","115.6628","115.9139"
"16/06/2017","EURO","115.4964","115.3756","115.6172"
"15/06/2017","EURO","115.9758","115.8528","116.0989"
"14/06/2017","EURO","115.9144","115.7900","116.0389"
"13/06/2017","EURO","115.8608","115.7456","115.9761"
"12/06/2017","EURO","115.5744","115.4539","115.6950"
"09/06/2017","EURO","115.9383","115.8094","116.0672"
"08/06/2017","EURO","116.2322","116.1117","116.3528"
"07/06/2017","EURO","116.4325","116.3200","116.5450"
"06/06/2017","EURO","116.2517","116.1272","116.3761"
"05/06/2017","EURO","116.4272","116.3028","116.5517"
"02/06/2017","EURO","115.9567","115.8378","116.0756"
"31/05/2017","EURO","115.6269","115.5028","115.7511"
"30/05/2017","EURO","115.5050","115.3800","115.6300"
"29/05/2017","EURO","115.3208","115.1950","115.4467"
"26/05/2017","EURO","115.7614","115.6367","115.8861"
"25/05/2017","EURO","115.5953","115.4706","115.7200"
"24/05/2017","EURO","115.8608","115.7406","115.9811"
"23/05/2017","EURO","116.1194","116.0000","116.2389"
"22/05/2017","EURO","115.6264","115.5033","115.7494"
"19/05/2017","EURO","114.9686","114.8450","115.0922"
"18/05/2017","EURO","114.9486","114.8256","115.0717"
"17/05/2017","EURO","114.4217","114.2983","114.5450"
"16/05/2017","EURO","113.4306","113.3061","113.5550"
"15/05/2017","EURO","112.7411","112.6122","112.8700"
"12/05/2017","EURO","112.3428","112.2183","112.4672"
"11/05/2017","EURO","112.2919","112.1789","112.4050"
"10/05/2017","EURO","112.4283","112.3106","112.5461"
"09/05/2017","EURO","112.8439","112.7139","112.9739"
"08/05/2017","EURO","113.1372","113.0128","113.2617"
"05/05/2017","EURO","112.7508","112.6283","112.8733"
"04/05/2017","EURO","112.4564","112.3367","112.5761"
"03/05/2017","EURO","112.4556","112.3339","112.5772"
"02/05/2017","EURO","112.4431","112.3194","112.5667"
"28/04/2017","EURO","112.3658","112.2511","112.4806"
"27/04/2017","EURO","112.5981","112.4728","112.7233"
"26/04/2017","EURO","112.7061","112.5806","112.8317"
"25/04/2017","EURO","112.2419","112.1150","112.3689"
"24/04/2017","EURO","110.6853","110.5689","110.8017"
"21/04/2017","EURO","111.2314","111.1150","111.3478"
"20/04/2017","EURO","110.7731","110.6522","110.8939"
"19/04/2017","EURO","110.5247","110.4078","110.6417"
"18/04/2017","EURO","109.8128","109.6928","109.9328"
"13/04/2017","EURO","109.7625","109.6422","109.8828"
"12/04/2017","EURO","109.7364","109.6211","109.8517"
"11/04/2017","EURO","109.4958","109.3756","109.6161"
"10/04/2017","EURO","109.8589","109.7406","109.9772"
"07/04/2017","EURO","110.2747","110.1539","110.3956"
"06/04/2017","EURO","110.1389","110.0200","110.2578"
"05/04/2017","EURO","109.9367","109.8172","110.0561"
"04/04/2017","EURO","110.0033","109.8850","110.1217"
"03/04/2017","EURO","110.1072","109.9839","110.2306"
"31/03/2017","EURO","110.5636","110.4439","110.6833"
"30/03/2017","EURO","110.7358","110.6189","110.8528"
"29/03/2017","EURO","111.2575","111.1389","111.3761"
"28/03/2017","EURO","111.5822","111.8222","111.7022"
"27/03/2017","EURO","111.0711","110.9544","111.1878"
"24/03/2017","EURO","111.0053","110.8828","111.1278"
"23/03/2017","EURO","111.1861","111.0367","111.3356"
"22/03/2017","EURO","111.3767","111.2533","111.5000"
"21/03/2017","EURO","110.9369","110.8178","111.0561"
"20/03/2017","EURO","110.8397","110.7111","110.9683"
"17/03/2017","EURO","110.5583","110.4378","110.6789"
"16/03/2017","EURO","109.2264","109.1089","109.3439"
"15/03/2017","EURO","109.3533","109.2294","109.4772"
"14/03/2017","EURO","109.5283","109.4094","109.6472"
"13/03/2017","EURO","109.6711","109.5506","109.7917"
"10/03/2017","EURO","108.3122","108.1939","108.4306"
"09/03/2017","EURO","108.2292","108.1100","108.3483"
"08/03/2017","EURO","108.4192","108.3011","108.5372"
"07/03/2017","EURO","108.7914","108.6706","108.9122"
"06/03/2017","EURO","108.7539","108.6322","108.8756"
"03/03/2017","EURO","108.1667","108.0467","108.2867"
"02/03/2017","EURO","108.2164","108.1033","108.3294"
"01/03/2017","EURO","109.0758","108.9572","109.1944"
"28/02/2017","EURO","109.4728","109.3561","109.5894"
"27/02/2017","EURO","109.3744","109.2594","109.4894"
"24/02/2017","EURO","109.5428","109.4244","109.6611"
"23/02/2017","EURO","108.9064","108.7883","109.0244"
"22/02/2017","EURO","109.2400","109.1256","109.3544"
"22/02/2017","EURO","109.2400","109.1256","109.3544"
"21/02/2017","EURO","109.7200","109.6000","109.8400"
"20/02/2017","EURO","110.1439","110.0211","110.2667"
"17/02/2017","EURO","110.5414","110.4256","110.6572"
"16/02/2017","EURO","110.1172","110.0000","110.2344"
"15/02/2017","EURO","109.9308","109.8111","110.0506"
"14/02/2017","EURO","110.1119","109.9878","110.2361"
"13/02/2017","EURO","110.1636","110.0433","110.2839"
"10/02/2017","EURO","110.3244","110.1972","110.4517"
"09/02/2017","EURO","110.7881","110.6717","110.9044"
"08/02/2017","EURO","110.7389","110.6167","110.8611"
"07/02/2017","EURO","110.9753","110.8472","111.1033"
"06/02/2017","EURO","111.7450","111.6256","111.8644"
"03/02/2017","EURO","111.6867","111.5606","111.8128"
"02/02/2017","EURO","112.0594","111.9428","112.1761"
"01/02/2017","EURO","111.6739","111.5556","111.7922"
"31/01/2017","EURO","111.1583","111.0367","111.2800"
"30/01/2017","EURO","111.2458","111.1317","111.3600"
"27/01/2017","EURO","111.0586","110.9439","111.1733"
"26/01/2017","EURO","111.7839","111.6628","111.9050"
"25/01/2017","EURO","111.6439","111.5194","111.7683"
"24/01/2017","EURO","111.7789","111.6522","111.9056"
"23/01/2017","EURO","111.4469","111.3289","111.5650"
"20/01/2017","EURO","110.8950","110.7739","111.0161"
"19/01/2017","EURO","110.5861","110.4722","110.7000"
"18/01/2017","EURO","111.2925","111.1733","111.4117"
"17/01/2017","EURO","110.0881","109.9672","110.2089"
"16/01/2017","EURO","110.5019","110.3856","110.6183"
"13/01/2017","EURO","110.2836","110.1650","110.4022"
"12/01/2017","EURO","108.8556","108.7372","108.9739"
"11/01/2017","EURO","109.9264","109.8089","110.0439"
"10/01/2017","EURO","109.6767","109.5606","109.7928"
"09/01/2017","EURO","109.3611","109.2411","109.4811"
"06/01/2017","EURO","109.0594","108.9367","109.1822"
"05/01/2017","EURO","108.0036","107.8839","108.1233"
"04/01/2017","EURO","106.7778","106.6633","106.8922"
"03/01/2017","EURO","108.1692","108.0467","108.2917"
"30/12/2016","EURO","107.0606","106.9444","107.1767"
"29/12/2016","EURO","106.4675","106.3506","106.5844"
"28/12/2016","EURO","106.9011","106.7817","107.0206"
"23/12/2016","EURO","106.9081","106.7906","107.0256"
"22/12/2016","EURO","106.7417","106.6239","106.8594"
"21/12/2016","EURO","106.0589","105.9417","106.1761"
"20/12/2016","EURO","106.6050","106.4906","106.7194"
"19/12/2016","EURO","106.7253","106.6050","106.8456"
"16/12/2016","EURO","106.5619","106.4428","106.6811"
"15/12/2016","EURO","108.6389","108.5161","108.7617"
"14/12/2016","EURO","108.4069","108.2811","108.5328"
"13/12/2016","EURO","107.9483","107.8261","108.0706"
"09/12/2016","EURO","108.2622","108.1483","108.3761"
"08/12/2016","EURO","109.4300","109.3056","109.5544"
"07/12/2016","EURO","109.3275","109.2011","109.4539"
"06/12/2016","EURO","108.8653","108.7406","108.9900"
"05/12/2016","EURO","108.4706","108.3517","108.5894"
"02/12/2016","EURO","108.2375","108.1239","108.3511"
"01/12/2016","EURO","108.1442","108.0272","108.2611"
"30/11/2016","EURO","108.0708","107.9522","108.1894"
"29/11/2016","EURO","107.9628","107.8467","108.0789"
"28/11/2016","EURO","108.0856","107.9661","108.2050"
"25/11/2016","EURO","107.6908","107.5700","107.8117"
"24/11/2016","EURO","107.4808","107.3633","107.5983"
"23/11/2016","EURO","108.0728","107.9500","108.1956"
"22/11/2016","EURO","108.3211","108.1972","108.4450"
"21/11/2016","EURO","107.9736","107.8478","108.0994"
"18/11/2016","EURO","109.0250","108.9039","109.1461"
"17/11/2016","EURO","109.0700","108.9456","109.1944"
"16/11/2016","EURO","109.1900","109.0711","109.3089"
"15/11/2016","EURO","109.5828","109.4639","109.7017"
"14/11/2016","EURO","110.7731","110.6561","110.8900"
"11/11/2016","EURO","110.8333","110.7244","110.9422"
"10/11/2016","EURO","111.9489","111.8267","112.0711"
"09/11/2016","EURO","112.3558","112.2356","112.4761"
"08/11/2016","EURO","112.2653","112.1417","112.3889"
"07/11/2016","EURO","112.7881","112.6750","112.9011"
"04/11/2016","EURO","112.4553","112.3344","112.5761"
"03/11/2016","EURO","112.6411","112.5272","112.7550"
"02/11/2016","EURO","112.0044","111.8883","112.1206"
